	11
蒸汽机车	3
拾遗	1
广州市好又多百货商业广场	1
中国香港代表队	1
２０余起	1
满文军	2
讲排场	5
煤尘	1
七律	1
中远总公司	1
１万多平方米	1
茅台	3
５２０多万件	1
１２００余幅	1
国家广播电视总局老干部活动中心	2
林胜利	1
明珠	17
１５分７秒１６	1
势头	134
训练班	4
福特纳	1
石首	2
委派	5
巴特尔	6
深情	38
畔	51
困厄	1
茸	1
去年十一月二十九日	2
太空中心	1
供奉	3
外力	2
劳工部就业厅	2
外办	1
外加	6
外务	1
冷清	10
太原晋金公司	1
阿沛	3
７０多名	7
尽力而为	5
蒙太奇	1
二三十厘米	1
人民代表大会制度	14
１０５３２８	1
煤层	45
泥人	2
北京育英学校	1
大江股份	1
欧 美	1
不列颠	3
太守	15
巴东县	1
密度	31
究	22
碉堡	4
懈怠	6
思潮	22
营救	17
突尼斯足球队	1
气血	6
迭出	2
缓建	2
激将法	2
第三十九回	1
通告	4
利国乡农村合作基金会	4
施贵宝公司	1
１３９日元	1
世界	2464
折扇	2
世界自然资源保护监测中心	1
桑坪镇	1
自发性	1
塑造	67
７８分	1
李秋芳	1
口齿	1
红壹佰	1
缠绵	2
宗璞	1
太学	1
目空一切	1
１９９７年１０月３日	1
７０多年	7
北京同仁医院	3
塔院寺	1
马尔罗	1
降解	5
大亚湾核电站	3
潘维军	1
折扣	17
绥化市	1
人迹罕至	3
太子	4
第三编	1
怪坡	1
曼陀罗	1
邦内尔	1
鲁泰利	1
１０余次	1
保洁公司	1
缠绕	5
补选	1
１０００位	1
龚育之	7
３８个	4
大权独揽	1
市局指挥中心大楼	1
着装	9
第二棵	1
槐花	3
大杂院	1
编者	23
黎黎少年	1
永磁	2
三十余位	1
最终	335
杂货店	1
哈克尔	1
曲格平	6
孔祥久	1
冷溶	1
密布	3
广电总局电影局	2
三张	1
牡丹	21
１９４６９	1
超市	11
启程	14
通向	17
批号	2
菠萝宫	2
埃塞空军	2
国家信息中心消费需求研究课题组	1
至高无上	6
泽库县委	1
中国国际书店	1
扉页	3
俊美	1
９月２５日	1
篼	2
彩塑	7
营私舞弊	2
专用	46
八起	1
路基	17
羊毫	2
批发	64
取出	17
济南军区一五二医院	1
开国	8
４００户	1
１２００多万张	1
运筹帷幄	1
８１平方米	2
书架	8
泰山风景区	1
陈小虎	1
上田	9
加热器	3
大人	31
县检察院	1
威风	5
埃克兰德	1
营房	6
身材	23
１１００万	5
１６米７９	1
墨尔本市政府大楼	1
扬州大学	2
８８部	1
江苏无锡马山工业公司	1
祠堂	2
１２５升	1
菜肴	13
当头一棒	2
周伟	2
山东青岛大学	1
一百五十元	2
沿街	9
３０００个	2
３４８	1
脾气	8
折旧	2
依依	2
农工	6
三毛集团	2
全国学联	5
宁国市人民医院	1
大于	32
大事	143
通史	9
抢跑	1
大件	4
撒手不管	4
尤他爵士队	1
小贩	5
２５公里	4
崔真实	1
忍	16
形式主义	32
集美镇	1
越来越	418
原配	1
呼之欲出	4
晶莹	12
红红火火	18
六艘	1
周期表	3
郑州车辆段	2
葱葱	2
３５００余封	1
栽树	8
里程表	1
畅快	1
折断	3
升腾	5
安稳	2
犹如	39
书柜	4
贺匾	1
郁知非	1
开关	12
较真儿	2
屡试不爽	1
开具	19
老寿星	2
全天候	14
秘史	1
３０４５	1
多义性	1
市财政局	2
吴铨叙	2
进京	20
小路	13
礼金	5
公平秤	1
外商	99
供应	127
大举	17
１１６４亿美元	1
４０００多块	2
鸟协	3
大为	31
升降车	1
让利	17
空白	52
国货	3
急难	4
言谈举止	7
一时间	20
行长	131
至极	1
书本	20
书札	1
贺定一	2
二千八百多件	1
苏联对外文化协会	1
７卢比	1
李成华	1
大专	31
何丰泉	1
平地	6
５１亿美元	1
大业	24
明理	3
厮杀	9
柞蚕丝	1
杰弗逊纪念堂	1
二千五百座	1
体验	57
诲人不倦	3
盲目	77
希玛	9
小跑	3
比照	3
饥渴	3
１４号住宅楼	1
犹太	18
科龙空调器有限公司驻京办事处	1
职责	121
沐浴	18
八公里	1
市北区	1
湖北省公安厅	4
牧人	6
原野	12
沿袭	10
美国利来公司	1
道路	290
中国知识产权研究会	2
自民党金融体系安定化紧急对策本部	1
庆承瑞	1
经常性	29
平均	307
切中	6
１６０万美元	1
殷殷	4
２３５０亿港元	1
行销	2
２５５亿吨	1
朱剑红	5
补丁	4
赵书元	1
警戒	23
她	2224
马铃薯	10
前南问题联络小组	3
中国作协主席团	1
平坦	13
印第安	7
青年政治学院	1
多种	280
长治	4
２０万亩次	1
春城乡	1
大便	3
公职	14
２８件	1
长河	13
１５眼	2
三遍	1
９８０台	1
暗地里	2
卡丹	3
３５美元	1
冷杉	1
拥军优属	2
橡胶	37
兰州医学院	2
道谢	5
次场	1
杨鹏翼	1
五十个	2
共和县	1
国家审计署	1
王宏伟	3
即便	25
长沙	87
７５０万法郎	1
六茬	1
剧作	4
养殖业	20
急需	54
贴现	5
岳万民	1
牛年岁末	1
肺活量	1
白丁	1
十架	1
配额	22
物种	30
周一	10
十三个百分点	1
归案	3
进修	26
７３股	1
匹夫	2
３０００份	1
敞亮	1
５００元钱	3
三十万	2
杨耀忠	1
处所	1
归根	1
乌咀乡	1
北京美兰德信息公司	2
武装部队法律建设机构	1
无定	1
３５５	2
咨询决策小组	1
省建筑检测中心	1
３５１	1
通力	3
好转	66
巴哈马	7
真心	9
见死不救	1
几亿元	1
旭日	7
田奎玉	1
轻歌曼舞	1
宦途	1
三十个	5
七十米	1
查处	183
再生能源	4
萨比赫	5
劳斯莱斯	53
挡住	9
一万六千	1
注释	9
王友福	2
鄱阳湖	13
注重	205
栽植	11
焊工	2
沟渠	2
郭虎生	4
５００万元	12
灾	36
王荣久	6
冲洗	38
福荫	1
二十世纪	13
斯拉夫科夫斯卡	2
十月	1
地方游击队	1
今年３月１１日	1
拾零	1
白人	11
１００户	1
掌舵	1
１６万亿美元	1
金岳霖	1
两个钟头	1
审改	1
棒冰	1
吴化文	1
白亮	1
弛	1
现身说法	6
大众	72
４万多棵	1
１８０亿元	1
相桥镇	1
白云	19
中华院线	1
招待员	1
倩	1
顾虑	12
大会	381
大伙	16
６５周年	1
黄山风景区	2
范文	1
明中期	1
周二	2
５０万平方公里	1
北京格威特发展总公司	1
势必	28
北京工人体育场	6
李景汉	1
张劲夫	1
三十二	1
北京开关厂	1
亚排联	3
煎熬	4
国家体育总局武术运动管理中心	4
维多利亚港	1
大使	154
孤僻	1
长沙市国营综合农场	1
邱晓华	2
１９３２年	3
邹俊杰	1
外向	4
盒	29
通则	10
即位	1
今日报	2
营养元素	1
１９４５年８月	4
眼角	2
长江	181
曾几何时	10
即使	164
好运	2
大佐	1
通判	1
个人英雄主义	1
赫	2
恬淡	3
９６０多亿美元	1
东梁村	1
马尔蒂尼	11
国色天香	1
卡帕罗夫	1
全国人大常委会	146
好过	10
忌妒	1
勇敢	34
吴乃群	1
玻璃钢	3
宋君	1
浮肿	1
瓦拉纳西	1
冲浪	2
８月１４日	1
２９０根	1
埃尔宾尼	1
数百倍	2
美国圣公会	1
周寒琼	9
压倒一切	4
小车	11
１５万册	1
我国	2139
取名	9
农忙	7
凸出	3
取向	24
符祖国	1
凸凹	2
开化	1
途	6
气质	20
怡然	2
大河乡	1
棚圈	3
身教	3
斩尽杀绝	2
２００多万元	9
君子兰	1
迄今为止	51
铁道部第四工程局	1
外埠	2
张苒	1
１００万美元	6
６８１	1
１２５元	3
嫩江	7
菜花	1
一如既往	47
斯滕奈斯	1
托名	1
园田博之	1
悲凉	4
渡	26
鳖甲	1
 近	1
１０５万吨	1
赣州市	3
截然不同	12
七十九个年轮	1
４４项	1
书斋	2
舒瓦西	1
通布岛	1
以为	96
中共中央对外联络部	2
博览	5
上海圣雪绒队	6
明目	7
密宗	1
１９９４年春末	1
太康	1
民用航空	3
木麻黄	1
龙新民	1
荒漠	104
生疑	1
数百处	1
神经	31
趣味	18
万余台次	1
普罗西内茨	2
空荡荡	6
几平方米	1
效率	160
敌国	1
７００部	1
自然环境	17
庆贺寺乡	3
新华物业有限公司	1
国运	3
亚太	12
盐业	1
景泰蓝	1
菊花	15
市一中高中部	1
敲	21
密室	1
开卷	1
国家医疗队	1
贝勒朱拉	1
政协礼堂	1
１９４９年１月	1
辖区	26
１９６万元	1
泄露	10
旱路	1
塔里木盆地	2
韩文海	2
人民日报文艺部	3
身旁	13
栖身	4
６８１８０８００	1
介质	6
屋宇	1
鲁西平原	1
太平	5
录音室	1
南塘镇	2
大庆油田	9
２万尾	1
华泰	1
以致	22
横卧	2
通兑	2
以至	45
山东菱花集团公司	1
贵州航空有限公司	1
孪生	2
姜堰市第五建筑安装工程公司	1
闻一多	1
２４０多个	1
压低	7
专车	5
２万亿玻利瓦尔	1
同心协力	10
增长速度	79
王泽秀	2
火力	1
上海新锦江大酒店	1
８亿多元	3
恬静	7
冯至	5
开县	3
二十世纪后期	1
符拉迪沃斯托克	2
晋安区	2
毋庸	3
足额	22
折服	7
骨瘦如柴	1
３３０万千瓦	1
澳门筹委会	1
林文益	1
陪葬	1
天津市工商联	1
开发	1035
明白	117
汗	42
铺摊子	6
陆士新	1
电子货币	3
甲吾拉山	2
第二次世界大战	16
菲律宾投资署	2
次品	5
开口	15
美国空军	5
涿州市就业训练中心	1
泉溪镇喇叭联校	1
折本	1
韦	1
外在	5
广东震德塑料机械厂有限公司	1
焦英	1
外地	93
曰	30
七八十元	1
渣滓洞	1
上千张	1
青民盟	2
历史语言研究所	1
矿业	8
锡盟	2
吕岩松	8
开刀	3
并立	1
梅	7
共和军	3
熟谙	3
安神	2
小而全	6
再接再厉	19
迎宾曲	4
锦江寻呼台	1
真情实感	2
石龙乡	1
如若	3
７万多元	2
炕	6
韩文波	1
平和	9
开创	64
５６铢	1
贝洛奥里藏特市	1
同年１２月	4
５０摄氏度	3
外因	4
何麟	1
采纳	17
楼台	1
喧	1
１０８８名	1
没事	6
１６４万册	1
乒坛	1
八路	1
精到	1
庄玉腾	1
贩黄	4
外围	13
四倍	1
夙愿	9
纰缪	1
３０００亩	1
外国	280
田产	1
公共工程和公路部	1
让出	5
审查	76
裹足不前	3
１１２万吨	1
唐人街	1
蒙难	1
民主化	17
丹凤	1
６８３	1
醒来	14
滑溜溜	1
书稿	3
土坯	2
乖	6
世界美式８号球联合会	1
古巴	127
横加	4
赵庭友	1
气象	101
戴安娜	4
伊斯兰人	1
田亩	1
十日	3
日趋	74
各种各样	23
大家庭	25
仝丽	1
聚宝盆	4
澳大利亚联邦议会参议院	2
多方位	5
周慧玲	1
路卡	1
秀篆乡	1
湛河区国税局	1
宣纸	5
楼市	7
六国道	1
摇荡	1
髹	1
镇南小学	2
约定	19
希夏邦马峰	1
结存	1
汉武帝	1
何鸿	4
１至３月份	1
林芝奇正藏药厂	2
披星戴月	3
点菜	1
２９５万	1
迟钝	6
来者不拒	3
４０７	1
上千幅	1
４０５	1
第十九条	4
４０３	1
差距	150
４０１	1
６圈半	1
四十个	2
起落	3
１００所	2
开办	105
荒滩	11
４０８	1
上千年	4
活人	1
秸	3
６０多家	2
２９５个	1
茅坪	1
半成品	7
世青会	17
圆桌会议	7
曼妙	1
华瑞制药有限公司	1
北京京狮俱乐部队	1
阿布巴卡尔	16
溶洞	3
１９９６年８月底	1
２８亿吨	1
杨永德	2
普雷斯科特	15
辽源市	2
石臼湖	1
第三类	2
斯里兰卡	34
肯辛顿宫花园	1
不为瓦全	1
陆秀洲	1
冯其庸	3
组织形式	31
１９８４年６月	1
共和党	11
洪水猛兽	1
反衬	1
１９０８年	1
造型艺术	1
惊	28
服用	37
韧性	6
大港经济开发区	2
卓	8
保加利亚科学院计算机病毒研究实验室	1
核心期刊	1
安福	1
前４名	3
２万册	1
１９９６年５月１日	1
杨子进	1
一千五百多处	1
图解	3
总理事会	1
风疹	1
书摘	1
南非国防军	4
横列	1
路口	29
淬	1
雷腾	1
校风	3
卢浮宫	9
３０１医院	1
查实	8
养人	1
尊贵	1
滴水不漏	1
书摊	3
阎罗	1
厄瓜多尔最高法院第二审判庭	2
３３所	1
山东三株集团	1
物理	37
养花	9
２６环城路	10
一九六三年十一月	1
旁征博引	2
１００微克	1
大势	6
怀化工务段	1
舌	1
国家标准	17
梧州港	1
卡尼扎	1
华特	1
既然	53
对不住	1
莱斯利	4
神父	2
焖	1
可嘉	2
通俗	12
人民币数亿元	1
勐腊县城	1
衬托	9
四川人民出版社	1
行规	1
数百个	7
大北集团	1
李成俊	2
大功	4
大办	3
虚度	2
１万多份	1
大力	353
通信	136
完税	1
书简	1
涂改	1
指令	18
四百余册	1
６吨	3
笔谈	1
生肖	1
十万分之一	1
１２０平方米	1
弯曲	6
移植	41
指尖	1
铃	8
补助	26
徐根宝	4
杨香武	1
二胡	8
央求	2
蒋正华	6
籼稻	4
南洋商业银行	2
四库	13
桐	4
按例	1
亚达夫	5
镇住	1
九三学社中央常委会	1
麻木	9
文学馆	12
神情	19
郑良	1
混杂	2
麦迪逊县	2
月光如水	1
塞内加尔民主党	2
混混沌沌	1
茅以升	5
李书军	1
混迹	2
美国明尼苏达大学	1
竿子	1
王仿子	1
补办	8
伊朗电台	1
自治政府内阁	2
欧美专家小组	1
保温	5
天安门	13
风能	1
郑芳	1
宁夏大学	1
出人意料	14
神思	2
第三炼钢厂	1
邓颖超	11
一千分	2
科幻	2
六百元	1
哽塞	1
河北省游泳训练基地	1
五	356
社会公德	14
１０周岁	2
神态	14
５０００多万公斤	1
浙江中欣篮球俱乐部	1
１００列	1
９０分钟	11
通体	3
即刻	2
二十余万	1
１４３４	1
二者	29
看起来	28
安曼	1
二老	1
１１月２日	2
守株待兔	1
黄宗江	4
２２０公斤	1
下元皂村	2
２万份	2
具有	866
３６９户	1
五百年	2
最新	178
水产品	15
安徽厅	1
死者	25
大刀	1
庄户	2
瘦削	5
动工	30
琐碎	2
麻疹	2
折返	1
７０００万元	2
几分钱	1
没入	2
北京天正影视公司组织	1
胡绪生	1
４５０名	1
秀美	16
截收	1
物欲	5
公牛队	16
万余只	1
信号灯	1
利息率	1
乔德曼	2
稳如泰山	2
周口	8
建筑群	11
１０００吨	2
二百七十个	2
前三十年	1
西城区公安分局	1
民航长春机场客运部	1
白发	8
罗承烈	1
看待	37
棉衣	2
最早	80
发令枪	1
开原交警三中队	2
几分钟	14
三千万美元	2
李成伟	1
铜仁路	1
老头子	1
拔掉	3
２万亩	9
长寿县	2
去年１２月１１日	1
１万多个	2
深圳南头海关	1
蹿	5
生生	1
进发	11
嘶鸣	1
曲子	7
进取	81
英雄无用武之地	2
娃哈哈	1
中石化	1
周到	23
香港中华总商会	1
大马士革	5
移栽	3
效法	1
１５次	2
大厦	28
废寝忘食	3
划定	31
高利贷	3
樟家乡	1
原谅	5
裁缝	1
耶路撒冷圣	1
亟需	7
阿盟	14
绿茵场	23
折磨	26
行装	7
１６０００日元	1
２０年代末期	1
通令	11
应得	4
６２万美元	1
李成仁	5
刀术	2
号脉	1
茁壮	13
周刊	26
谢璞	1
大厅	48
本月中旬	5
烙饼	1
日本自治体国际化协会	1
一病不起	1
能动性	1
多时	4
侧门	1
小道	5
３２８６３户	1
候选人	141
大号	3
武庙	1
６５３名	1
数百位	2
２８个	14
十篇	1
１９９６年９月１０日	1
３０余万张	1
必要	267
修行	1
１２５个	2
八元六角钱	1
吻别	1
虚心	18
六点三级	2
赵忠祥	1
中国展团	1
七辆	1
大叫	3
波特	1
属	186
北京中医药大学	1
棉兰老	2
通亮	1
大叔	3
万马齐喑	2
谚语	1
六十二米七三	1
进去	47
澳洲	5
巴黎交易所	1
６万平方公里	1
霓虹灯	3
合理化	6
摸清	18
八音	1
诊断	35
宋学春	1
即可	56
多方	43
船队	7
联邦快递	2
月食	1
当着	3
今年一	1
宁愿	11
汾	1
冀	10
几十面	1
石云生	4
广大铁路	4
步兵旅	1
中央农业广播学校	1
８３万平方米	1
速递	4
２０万桶	2
百余场	1
原貌	8
李长水	1
９遍	1
４月１９日	6
１９３２１亿元	1
兢兢业业	16
日日夜夜	6
钱新之	1
看家	2
塔克拉玛干沙漠	3
天宝	3
忧虑	50
绳之以法	6
两百一十台	1
行行	2
乍看	1
剧变	4
４１６分	1
国税总局	1
八届全国人大	1
１２月底	1
多数	112
虚弱	9
中国人民解放军西安政治学院党委	1
狂	30
证词	2
进化	9
站位	1
大印	1
莫不是	1
农牧民	22
安枕	1
李付存	2
３３米	2
黑呼	2
王义夫	14
越剧	2
漳州市	9
４３届	1
相	459
中耕	1
零点	1
祛	6
几元钱	3
大卫	2
犹他爵士队	8
巴西司法部	1
２７６００公顷	1
忠清	1
国道	12
急诊	7
全国党建研究会	1
挥发	6
挡驾	1
大学生读书会	1
秘书	65
应当	345
压倒	12
云南环境科学研究所	1
耶路撒冷城	4
让位	6
上海大学	1
下午六七点钟	1
大华	1
法制观念	21
东部联盟	1
贫	28
迈阿迪	1
阙如	1
养育	18
普及	141
１２３万元	1
路上	40
１４００万吨	1
华灯	5
１０００余件	1
欣羡	1
李宗正	1
房地产法律事务部	1
虚岁	1
三十元	1
采掘	2
园林	43
罗季奥诺夫	1
阻拦	10
船长	3
开会	53
当政	3
肝炎	16
冬去春来	2
丽塔	1
１９９８年６月	3
新闻出版署计财司	1
生活水平	62
百事可乐	1
一百五十位	1
一千四百多小时	1
菲西	3
九江市巡警支队	1
提莫西	1
１５９４４	1
狮身人面像	2
老有所为	6
小球藻	1
佐证	7
上臂	1
９月４日	2
金增平	1
钱塘江三桥	1
活体	1
天堂	11
四卷	1
旅行者集团	21
施红蕾	1
架势	2
嗅	4
勤勤恳恳	2
１５桶	1
吃官司	1
跃然	3
黔东南苗族侗族自治州	3
五届全国政协	1
郭阳道	1
球台	2
结婚照	1
曹峪村	1
周全	1
仪器	45
周六	6
浴场	7
深秋	2
冷眼	1
折算	3
崔咏梅	1
冯友兰	8
８５００亩	1
医疗	269
工程	1091
节目主持人	2
许榕生	1
中国书籍出版社	1
湘西军区	1
周光	1
盐分	1
一班人	52
带领	188
奥地利	109
五月五日	2
甚至于	6
张绪武	1
中共长沙市芙蓉区区委	1
领空	6
５３点	1
八十五万	1
采挖	2
雷诺	3
赵正义	1
六鲁	1
天道酬勤	1
兼课	3
沙子沟棚户区	1
勃兰登堡州内政部	1
王叔岷	1
陈明和	1
端午节	9
内阁办公厅	1
挂果	6
补偿	52
北京大学光华管理学院	3
满坑满谷	2
老大爷	4
东陵区	1
贫困县	33
加拿大工业部	3
懊恼	1
周军	2
胡立教	1
龚雯	2
墨西哥议会	2
分晓	1
百余名	5
马绍尔群岛共和国	1
方圆２０公里	2
１９世纪６０年代	1
维多利亚大瀑布	1
白军	1
神户	7
去年１２月２８日	1
分局郑州东站	1
养老	102
辽东	2
路人	4
孙仲江	1
新界埠乡	2
神医	1
６８家	1
椽	6
公交总公司	1
辐射计	3
投师	1
太极图	2
５袋	1
慢慢	34
篆	2
活猪	1
苏荣	1
闷热	7
数万倍	1
本世纪初	9
可燃性	2
河南医大	1
油料处	2
韩国统一院	1
俄罗斯总统府新闻办公室	1
约吉	1
阻截	2
助学	19
一九九八年九月	1
７５幅	1
灰指甲	1
吴协东	1
几百万年	1
１９９３年７月７日	1
医生	156
香港天文台	3
４月１３	1
弗雷泽	1
８７００万人次	1
冲绳县	1
应届	17
遮蔽	2
帮办	3
毛白杨	1
１０００余万	1
肝火	1
五六十年代	16
石涛	1
拖布	1
海滦河	3
玷污	2
新疆建设兵团	1
综合开发	38
大连三木公司	17
３０至５０年	1
二千四百四十三点七三吨	2
天天	42
强直	1
没劲	2
舱盖	1
市就业服务局	1
沿革	5
香港大球场	1
开业	51
两万辆	1
本溪市煤气公司	1
１９９３年４月１１日	1
卢浮宫艺术博物馆	1
天大	4
孝子	2
杯子	1
拉加戴尔集团	3
肘部	1
１１４６号	2
少壮派	1
进击	1
进出	13
每小时１４万公里	1
大军	31
突尼斯队	12
大写	2
魏惠王	1
中央统战部	7
上海电子产品维修服务中心	1
１０００万套	1
大连市公安局	3
长沙工程兵学院	1
是非分明	2
１９８９年秋	1
火奴鲁鲁	5
矿坑	1
北京航空航天大学	2
牙粉	1
５月９日至２２日	1
指引	35
３５０米	1
珠海市委	1
